year,value,source,note
1990,42304516,Economic Commission for Latin America and the Caribbean,
1991,41313159,Economic Commission for Latin America and the Caribbean,
1992,40196230,Economic Commission for Latin America and the Caribbean,
1993,38537359,Economic Commission for Latin America and the Caribbean,
1994,36164710,Economic Commission for Latin America and the Caribbean,
1995,38643103,Economic Commission for Latin America and the Caribbean,
1996,35629377,Economic Commission for Latin America and the Caribbean,
1997,35312143,Economic Commission for Latin America and the Caribbean,
1998,34889164,Economic Commission for Latin America and the Caribbean,
1999,38385350,Economic Commission for Latin America and the Caribbean,
2000,37559219,Economic Commission for Latin America and the Caribbean,
2001,36577319,Economic Commission for Latin America and the Caribbean,
2002,37701231,Economic Commission for Latin America and the Caribbean,
2003,39913441,Economic Commission for Latin America and the Caribbean,
2004,36662197,Economic Commission for Latin America and the Caribbean,
2005,20616817,Economic Commission for Latin America and the Caribbean,
2006,26909425,Economic Commission for Latin America and the Caribbean,
2007,27352789,Economic Commission for Latin America and the Caribbean,
2008,29994998,Economic Commission for Latin America and the Caribbean,
2009,33631780,Economic Commission for Latin America and the Caribbean,
2010,31431649,Economic Commission for Latin America and the Caribbean,
2011,30939280,Economic Commission for Latin America and the Caribbean,
2012,32347203,Economic Commission for Latin America and the Caribbean,
